_T1,label,_T2,instances,date_B2,length,ext,value
JK001291BK2,0756TaqiDinSubki.Ibhaj,Sham19Y0147104,1,756,619208,-ara3,Sham19Y0147104-ara3
JK001291BK2,1450WalidUmawi.MucjamAshabIbnTaymiyya,Shamela0021524,1,1450,31649,-ara1,Shamela0021524-ara1
JK001291BK2,0852IbnHajarCasqalani.DurarKamina,Shamela0006674,1,852,398481,-ara1.completed,Shamela0006674-ara1.completed
JK001291BK2,0909IbnCabdHadi.Jawhar,Sham19Y0017657,1,909,56286,-ara1,Sham19Y0017657-ara1
JK001291BK2,0742Mizzi.TahdhibKamal,Shamela0003722,1,742,2593711,-ara1.completed,Shamela0003722-ara1.completed
JK001291BK2,0804IbnMulaqqin.Ashbah,Sham19Y0018192,1,804,198795,-ara1,Sham19Y0018192-ara1
JK001291BK2,1089IbnCimad.Shadharat,Shamela0012398,4,1089,1012759,-ara1.completed,Shamela0012398-ara1.completed
JK001291BK2,0909IbnCabdHadi.JamcJuyushWaDasakir,Shamela0030312,1,909,25916,-ara1,Shamela0030312-ara1
JK001291BK2,1152IbrahimShajari.TabaqatZaydiyyaKubra,Zaydiyya0000100,1,1152,271236,-ara1,Zaydiyya0000100-ara1
JK001291BK2,0765AbuMahasinHusayni.DhaylTadhkira,Shamela0007307,11,765,8902,-ara1.completed,Shamela0007307-ara1.completed
JK001291BK2,0851IbnQadiShuhba.TabaqatShaficiya,JK000195,2,851,117607,-ara1.inProgress,JK000195-ara1.inProgress
JK001291BK2,0695IbnMuhammadHusayni.SilatTakmilaLiWafayatNaqala,ShamAY0034633,1,695,78615,-ara1,ShamAY0034633-ara1
JK001291BK2,0764Safadi.AcyanCasr,Shamela0000131,7,764,600058,-ara1.mARkdown,Shamela0000131-ara1.mARkdown
JK001291BK2,0852IbnHajarCasqalani.MucjamShaykhaMaryam,Shamela0030267Vols,1,852,30609,-ara1,Shamela0030267Vols-ara1
JK001291BK2,0761IbnKaykaldiDimashqi.MajmucRasail,Sham19Y0016928,1,761,79135,-ara1,Sham19Y0016928-ara1
JK001291BK2,0774IbnRaficSallami.Wafayat,Shamela0006724,2,774,58985,-ara1.completed,Shamela0006724-ara1.completed
JK001291BK2,0744IbnCabdHadi.TanqihTahqiq,Shamela0010657,1,744,386060,-ara1,Shamela0010657-ara1
JK001291BK2,0953IbnTulun.TaghrBassam,ShamAY0035856,18,953,64547,-ara1,ShamAY0035856-ara1
JK001291BK2,0761IbnKaykaldiDimashqi.TahqiqMunifRutba,Shamela0011088,1,761,17394,-ara1,Shamela0011088-ara1
JK001291BK2,0764IbnShakirKutubi.FawatWafayat,Shamela0001003,1,764,279503,-ara1.completed,Shamela0001003-ara1.completed
JK001291BK2,0774IbnKathir.Bidaya,Shamela0004445,1,774,2192600,-ara1.completed,Shamela0004445-ara1.completed
JK001291BK2,1383CabdHayyKattani.FahrasFaharis,JK001082,1,1383,283663,-ara1,JK001082-ara1
JK001291BK2,0871IbnFahdMakki.LahzAlhaz,Shia003348,3,871,60865,-ara1,Shia003348-ara1
JK001291BK2,0744IbnCabdHadi.MajmucRasail,Sham19Y0020647,1,744,54091,-ara1,Sham19Y0020647-ara1
JK001291BK2,0927Nucaymi.DarisFiMadaris,JK000417,57,927,221681,-ara1.mARkdown,JK000417-ara1.mARkdown
JK001291BK2,0845Maqrizi.Suluk,Shamela0006667,2,845,821823,-ara1.completed,Shamela0006667-ara1.completed
JK001291BK2,0748Dhahabi.CibarFiKhabar,Shamela0025841,77,748,269176,-ara1.mARkdown,Shamela0025841-ara1.mARkdown
JK001291BK2,0874IbnTaghribirdi.NujumZahira,JK001330,1,874,1123232,-ara1.completed,JK001330-ara1.completed
JK001291BK2,0733Nuwayri.NihayaArab,Shamela0010283,1,733,2398272,-ara1.completed,Shamela0010283-ara1.completed
JK001291BK2,0774IbnKathir.TabaqatShaficiyyin,Shamela0012860,1,774,179751,-ara1.completed,Shamela0012860-ara1.completed
JK001291BK2,0804IbnMulaqqin.MustadrakDhahabi,Shamela0096551,1,804,53001,-ara1,Shamela0096551-ara1
JK001291BK2,0756TaqiDinSubki.Fatawa,Shamela0011498,1,756,416539,-ara1,Shamela0011498-ara1
JK001291BK2,0771Subki.MucjamShuyukh,Shamela0026389,1,771,116404,-ara1.completed,Shamela0026389-ara1.completed
JK001291BK2,1346CabdQadirBadran.Munadama,Shamela0006710,1,1346,109986,-ara1.completed,Shamela0006710-ara1.completed
JK001291BK2,0909IbnCabdHadi.IdahTuruqIstiqama,Sham19Y0017533,13,909,65920,-ara1,Sham19Y0017533-ara1
JK001291BK2,0864RadiDinGhazzi.BahjatNazirin,Sham19Y0020578,1,864,49766,-ara1,Sham19Y0020578-ara1
JK001291BK2,0874IbnTaghribirdi.ManhalSafi,Shamela0023156,1,874,363026,-ara1.completed,Shamela0023156-ara1.completed
