_T1,label,_T2,instances,date_B2,length,ext,value
JK001245,0751IbnQayyimJawziyya.MatnQasidaNuniyya,Shamela0011375,1,751,56629,-ara1,Shamela0011375-ara1
JK001245,0728IbnTaymiyya.DarTacarud,JK000362,2,728,672588,-ara1,JK000362-ara1
JK001245,0885BurhanDinBiqaci.MasracTasawwuf,Shamela0008317,16,885,36247,-ara1,Shamela0008317-ara1
JK001245,1014IbnSultanHarawi.RaddCalaQailinBiWahdatWujud,JK001111,6,1014,23964,-ara1,JK001111-ara1
JK001245,0728IbnTaymiyya.MajmucatRasailWaMasail,ShamAY0034371,4,728,231543,-ara1,ShamAY0034371-ara1
JK001245,0751IbnQayyimJawziyya.TariqHijratayn,ShamAY0038387,1,751,195063,-ara3,ShamAY0038387-ara3
JK001245,0728IbnTaymiyya.MinhajSunna,Shamela0000927,1,728,648679,-ara1,Shamela0000927-ara1
JK001245,0728IbnTaymiyya.JawabSahih,Shamela0000170,2,728,354137,-ara1,Shamela0000170-ara1
JK001245,0728IbnTaymiyya.BughyatMurtad,JK000374,3,728,53288,-ara1,JK000374-ara1
JK001245,0832AbuTayyibFasi.CiqdThamin,Sham19Y0020989,20,832,798026,-ara1,Sham19Y0020989-ara1
JK001245,0834IbnHamzaFanari.MisbahUns,Shia004692,1,834,205541,-ara1,Shia004692-ara1
JK001245,1250Shawkani.BadrTalic,JK000998,7,1250,189866,-ara1.completed,JK000998-ara1.completed
JK001245,0728IbnTaymiyya.RaddCalaShadhili,Shamela0001463,2,728,33925,-ara1,Shamela0001463-ara1
JK001245,0956IbnMuhammadHalabiHanafi.NicmatDharica,JK001017,6,956,32763,-ara1,JK001017-ara1
JK001245,0774IbnKathir.Bidaya,Shamela0004445,3,774,2192600,-ara1.completed,Shamela0004445-ara1.completed
JK001245,1033MarciKarmi.ShahadaZakiyya,JK000364,3,1033,13315,-ara1,JK000364-ara1
JK001245,0728IbnTaymiyya.BayanTalbisJahmiyya,Shamela0002864,4,728,518609,-ara1,Shamela0002864-ara1
JK001245,0728IbnTaymiyya.MajmucFatawa,JK000381,16,728,2951978,-ara1,JK000381-ara1
JK001245,0768Yafici.MiratJanan,Shamela0009091,2,768,422481,-ara1.completed,Shamela0009091-ara1.completed
JK001245,1342MahmudShukriAlusi.GhayatAmani,Shamela0012034,5,1342,286297,-ara1,Shamela0012034-ara1
JK001245,0751IbnQayyimJawziyya.HadiArwah,JK000083,1,751,110194,-ara1,JK000083-ara1
JK001245,1332NurDinSalimi.BahjatAnwar,ShamIbadiyya0000038,1,1332,90643,-ara1,ShamIbadiyya0000038-ara1
JK001245,0973CabdWahhabShacrani.LawaqihAnwar,JK009301,1,973,231694,-ara1,JK009301-ara1
JK001245,0748Dhahabi.MizanIctidal,JK001293,2,748,621924,-ara1.completed,JK001293-ara1.completed
JK001245,1327AhmadIbrahimCisa.TawdihMaqasid,JK000098,6,1327,227310,-ara1,JK000098-ara1
JK001245,0728IbnTaymiyya.Safadiyya,JK000368,1,728,118438,-ara1,JK000368-ara1
JK001245,0632SharafDinIbnFarid.Diwan,JK007590,1,632,17576,-ara1,JK007590-ara1
JK001245,0711IbnIbrahimCimadDinWasiti.HatkAstarFusus,LMN20201127,2,711,7370,-ara1.completed,LMN20201127-ara1.completed
JK001245,1061NajmDinGhazzi.HusnTanabbuh,Sham19Y0014592,1,1061,1074900,-ara1,Sham19Y0014592-ara1
JK001245,0728IbnTaymiyya.Iman,Sham19Y0020587,1,728,181852,-ara1,Sham19Y0020587-ara1
JK001245,0899ZarruqShihabDinFasi.CuddatMurid,Sham19Y0123663,1,899,82819,-ara1,Sham19Y0123663-ara1
JK001245,1450MawqicIslam.Fatawa,Shamela0000894,4,1450,2544963,-ara1,Shamela0000894-ara1
JK001245,1349IbnSahmanKhathcami.SawaciqMursala,Shamela0007663,1,1349,48268,-ara1,Shamela0007663-ara1
JK001245,1031CabdRaufMunawi.FaydQadir,Shamela0021660,1,1031,1670878,-ara1,Shamela0021660-ara1
JK001245,0728IbnTaymiyya.JamicRasail,Shamela0022653,2,728,108140,-ara1,Shamela0022653-ara1
JK001245,0852IbnHajarCasqalani.LisanMizan,Shamela0036357,2,852,1076347,-ara1.completed,Shamela0036357-ara1.completed
JK001245,1250Shawkani.FathRabbaniMinFatawa,Shamela0036543,54,1250,760084,-ara1,Shamela0036543-ara1
JK001245,1450Maghrawi.MawsucaMawaqifSalaf,Shamela0037325,9,1450,929481,-ara1,Shamela0037325-ara1
JK001245,0413ShaykhMufid.MasailSaghaniyya,Shia000008,1,413,24960,-ara1,Shia000008-ara1
JK001245,1405CaliShahrudi.MustadrakSafinatBihar,Shia001615Vols,1,1405,1418953,-ara1,Shia001615Vols-ara1
JK001245,1317KhayrDinAlusi.JalaCaynayn,Zaydiyya0000379,1,1317,158248,-ara1,Zaydiyya0000379-ara1
JK001245,1182IbnIsmacilSancani.IrshadDhawiAlbab,Zaydiyya0000453,1,1182,27463,-ara1,Zaydiyya0000453-ara1
JK001245,0638IbnCarabi.FutuhatMakkiyya,JK009237,10,638,1826396,-ara1,JK009237-ara1
JK001245,0548IbnCabdKarimShahrastani.MilalWaNihal,Shamela0011812,1,548,117899,-ara1.completed,Shamela0011812-ara1.completed
JK001245,0751IbnQayyimJawziyya.KafiyaShafiya,ShamAY0038329,3,751,311943,-ara1,ShamAY0038329-ara1
