_T1,label,_T2,instances,date_B2,length,ext,value
JK000998,0329IbnIbrahimQummi.Tafsir,Shia002337Vols,1,329,248376,-ara1,Shia002337Vols-ara1
JK000998,0756TaqiDinSubki.Ibhaj,Sham19Y0147104,6,756,619208,-ara3,Sham19Y0147104-ara3
JK000998,0914IbnYahyaWansharisi.Wafayat,ShamAY0034655,1,914,28380,-ara1,ShamAY0034655-ara1
JK000998,0728IbnTaymiyya.RaddCalaSubki,Sham19Y0032384,1,728,231919,-ara1,Sham19Y0032384-ara1
JK000998,1221HasanHaydara.MatlacAqmar,Zaydiyya0000021,3,1221,65502,-ara1,Zaydiyya0000021-ara1
JK000998,0826IbnCiraqi.TahrirFatawa,Sham19Y0127671,2,826,763664,-ara1,Sham19Y0127671-ara1
JK000998,1304CabdHayyLaknawi.TadhkiratRashid,ShamAY0036018,7,1304,180174,-ara1,ShamAY0036018-ara1
JK000998,0833QadiShammac.MatalicTamam,ShamAY0036197,1,833,83944,-ara1,ShamAY0036197-ara1
JK000998,1450WalidUmawi.MucjamAshabIbnTaymiyya,Shamela0021524,14,1450,31649,-ara1,Shamela0021524-ara1
JK000998,0321AbuJacfarTahawi.SharhMacaniAthar,Shia002003Vols,1,321,615258,-ara1,Shia002003Vols-ara1
JK000998,0902Sakhawi.DawLamic,JK003608,319,902,1317252,-ara1.completed,JK003608-ara1.completed
JK000998,0885IbnSulaymanCalaDinMardawi.TahrirManqul,Sham19Y0016983,1,885,72399,-ara1,Sham19Y0016983-ara1
JK000998,0772IbnHasanJamalDinIsnawi.MuhimmatFiSharhRawda,Sham19Y0014580,1,772,951090,-ara1,Sham19Y0014580-ara1
JK000998,1332QutbAtfayyish.TaysirTafsir,Tafsir09050,3,1332,1488590,-ara1,Tafsir09050-ara1
JK000998,0728IbnTaymiyya.Istighatha,Sham19Y0018328,2,728,134422,-ara1,Sham19Y0018328-ara1
JK000998,0749IbnFadlAllahCumari.MasalikAbsar,Shamela0011790,6,749,1128268,-ara1,Shamela0011790-ara1
JK000998,0920IbnKhalilZaynDinMalati.NaylAmal,Sham19Y0017097,8,920,730131,-ara1,Sham19Y0017097-ara1
JK000998,0806IbnHusaynZaynDinCiraqi.FadlSharafCilmHadith,ShamAY0037282,1,806,11787,-ara1,ShamAY0037282-ara1
JK000998,0845Maqrizi.Rasail,Shamela0010710,2,845,72885,-ara1,Shamela0010710-ara1
JK000998,0805SirajDinBulqini.MuqaddimatIbnSalah,Shamela0029878,1,805,143051,-ara1,Shamela0029878-ara1
JK000998,1104YahyaIbnCaliHabsi.TatimmatIfada,Zaydiyya0000351,17,1104,64404,-ara1,Zaydiyya0000351-ara1
JK000998,0905IbnCabdRahmanIjiShafici.Tafsir,Shamela0029743,2,905,369251,-ara1,Shamela0029743-ara1
JK000998,0748Dhahabi.MucjamMuhaddithin,JK000763,1,748,42110,-ara1.completed,JK000763-ara1.completed
JK000998,0771Subki.TabaqatShaficiyaKubra,JK000914,4,771,668381,-ara1.mARkdown,JK000914-ara1.mARkdown
JK000998,0739SafiDinHanbali.QawacidUsul,Sham19Y0147662,1,739,23970,-ara1,Sham19Y0147662-ara1
JK000998,0911Suyuti.DibajCalaMuslim,Shia001831Vols,2,911,203949,-ara1,Shia001831Vols-ara1
JK000998,1187IbrahimHuthiHusayni.NafahatCanbar,Zaydiyya0000376Vols,62,1187,294643,-ara1,Zaydiyya0000376Vols-ara1
JK000998,0902Sakhawi.JawahirWaDurar,Sham19Y0017372,13,902,268039,-ara1,Sham19Y0017372-ara1
JK000998,0804IbnMulaqqin.Ashbah,Sham19Y0018192,1,804,198795,-ara1,Sham19Y0018192-ara1
JK000998,0963CabdRahmanAbuFathCabbasi.MacahidTansis,JK001477,1,963,120291,-ara1,JK001477-ara1
JK000998,1411SayyidMarcashi.SharhIhqaq,Shia004092Vols,1,1411,3994825,-ara1,Shia004092Vols-ara1
JK000998,0364AbuHasanBisyawi.Jamic,ShamIbadiyya0000129,1,364,275375,-ara1,ShamIbadiyya0000129-ara1
JK000998,1337AhmadJindari.JamicWajiz,Zaydiyya0000276,4,1337,175231,-ara1,Zaydiyya0000276-ara1
JK000998,0879IbnQutlubugha.TajTarajim,Shamela0010925,4,879,25637,-ara1.completed,Shamela0010925-ara1.completed
JK000998,1111IbnNasirMuhalla.MatmahAmal,Zaydiyya0000035,1,1111,87593,-ara1,Zaydiyya0000035-ara1
JK000998,0765AbuMahasinHusayni.DhaylTadhkira,Shamela0007307,3,765,8902,-ara1.completed,Shamela0007307-ara1.completed
JK000998,0879IbnQutlubugha.GharibQuran,ShamAY0036822,1,879,62701,-ara1,ShamAY0036822-ara1
JK000998,1182IbnIsmacilSancani.InsafFiHaqiqatAwliya,Shamela0007556,1,1182,13791,-ara1,Shamela0007556-ara1
JK000998,0634AbuRabicHimyari.Iktifa,Shamela0009770,1,634,392146,-ara1.completed,Shamela0009770-ara1.completed
JK000998,0328IbnCabdRabbihi.CiqdFarid,Shamela0023789,1,328,552801,-ara1.completed,Shamela0023789-ara1.completed
JK000998,0415QadiCabdJabbar.ManiyyaWaAmal,ShamAY0037746,4,415,49841,-ara1,ShamAY0037746-ara1
JK000998,0800IbnCadilHanbali.LubabFiCulumKitab,JK009266,2,800,2900262,-ara1,JK009266-ara1
JK000998,0728IbnTaymiyya.MinhajSunna,Shamela0000927,2,728,648679,-ara1,Shamela0000927-ara1
JK000998,0923AhmadQastallani.MawahibLaduniyya,Shamela0023685,2,923,467785,-ara1,Shamela0023685-ara1
JK000998,0885BurhanDinBiqaci.MasacidNazar,Shamela0001404,2,885,148063,-ara1,Shamela0001404-ara1
JK000998,1119IbnMuhammadMaghribi.BadrTamam,Sham19Y0017747,3,1119,956211,-ara1,Sham19Y0017747-ara1
JK000998,0597IbnJawzi.ZadMasir,JK000791,1,597,760452,-ara1,JK000791-ara1
JK000998,0794BadrDinZarkashi.SalasilDhahab,Sham19Y0150599,1,794,82305,-ara1,Sham19Y0150599-ara1
JK000998,0914SarimDinWaziri.FusulLuluiyya,Zaydiyya0000273,2,914,73097,-ara1,Zaydiyya0000273-ara1
JK000998,0902Sakhawi.SirrMaktum,Shamela0001500,5,902,17775,-ara1,Shamela0001500-ara1
JK000998,0804IbnMulaqqin.IclamBiFawaid,Sham19Y0013769,3,804,875466,-ara1,Sham19Y0013769-ara1
JK000998,0911Suyuti.BahrAlladhiZakhar,Sham19Y0007729,2,911,224069,-ara1,Sham19Y0007729-ara1
JK000998,0938IbnCaliBalawi.Thabat,Shamela0010736,1,938,59806,-ara1.completed,Shamela0010736-ara1.completed
JK000998,0728IbnTaymiyya.JamicMasail,Shamela0022797,2,728,375278,-ara1,Shamela0022797-ara1
JK000998,0562Samcani.Tahbir,Shamela0001694,1,562,106248,-ara1.completed,Shamela0001694-ara1.completed
JK000998,0832AbuTayyibFasi.CiqdThamin,Sham19Y0020989,4,832,798026,-ara1,Sham19Y0020989-ara1
JK000998,0852IbnHajarCasqalani.RafcCisr,Shamela0012724,3,852,121946,-ara1.completed,Shamela0012724-ara1.completed
