_T1,label,_T2,instances,date_B2,length,ext,value
ALCorpus00004,0683IbnMansurIbnKammuna.JadidFiHikma,JK007008,9,683,86585,-ara1,JK007008-ara1
ALCorpus00004,0728IbnTaymiyya.DarTacarud,JK000362,3,728,672588,-ara1,JK000362-ara1
ALCorpus00004,0595IbnRushdHafid.TahafudTahafud,DARE00025,3,595,106150,-ara1,DARE00025-ara1
ALCorpus00004,0505Ghazali.MacarijQuds,Shamela0006494,46,505,39181,-ara1,Shamela0006494-ara1
ALCorpus00004,0505Ghazali.Tahafut,Shamela0011055,3,505,49022,-ara1,Shamela0011055-ara1
ALCorpus00004,0730NizamDinNaysaburi.GharaibQuran,Shamela0023613,1,730,1428093,-ara1,Shamela0023613-ara1
ALCorpus00004,1041MuhammadBaqirDamadAstarabadi.RawashihSamawiyya,Shia001414,2,1041,80794,-ara1,Shia001414-ara1
ALCorpus00004,0718AbuIshaqWatwat.MabahijFikar,JK010771,2,718,62612,-ara1,JK010771-ara1
ALCorpus00004,0792IbnCumarTaftazani.SharhMaqasid,Shia004501Vols,14,792,295513,-ara1,Shia004501Vols-ara1
ALCorpus00004,1050SadrDinShirazi.MabdaWaMacad,Shia004704,11,1050,136150,-ara1,Shia004704-ara1
ALCorpus00004,0505Ghazali.MizanCamal,JK009289,3,505,32776,-ara1,JK009289-ara1
ALCorpus00004,0756CadudDinIji.Mawaqif,Shia002215Vols,2,756,460499,-ara1,Shia002215Vols-ara1
ALCorpus00004,0548IbnCabdKarimShahrastani.MilalWaNihal,Shamela0011812,19,548,117899,-ara1.completed,Shamela0011812-ara1.completed
ALCorpus00004,1050SadrDinShirazi.HikmaMutacaliya,Shia004695Vols,52,1050,1082073,-ara1,Shia004695Vols-ara1
