_T1,label,_T2,instances,date_B2,length,ext,value
GVDB20210106,0749IbnFadlAllahCumari.MasalikAbsar,Shamela0011790,2,749,1128268,-ara1,Shamela0011790-ara1
GVDB20210106,0884AbuDharrSibtIbnCajami.KunuzDhahab,Shamela0011786,8,884,159422,-ara1,Shamela0011786-ara1
GVDB20210106,1089IbnCimad.Shadharat,Shamela0012398,1,1089,1012759,-ara1.completed,Shamela0012398-ara1.completed
GVDB20210106,0730ShaficIbnCali.FadlMathurFiSiratMalikMansur,GVDB20200701,16,730,33379,-ara1.completed,GVDB20200701-ara1.completed
GVDB20210106,0692IbnCabdZahir.RawdZahir,GVDB20200120,54,692,75648,-ara1.completed,GVDB20200120-ara1.completed
GVDB20210106,0692IbnCabdZahir.TashrifAyyam,GVDB20200720,8,692,34693,-ara1,GVDB20200720-ara1
GVDB20210106,0730ShaficIbnCali.HusnManaqib,LMN20200820,1,730,29846,-ara1.completed,LMN20200820-ara1.completed
GVDB20210106,0685IbnCibri.TarikhMukhtasarDuwal,Shamela0012348,15,685,95922,-ara1.completed,Shamela0012348-ara1.completed
GVDB20210106,0748Dhahabi.TarikhIslam,Shamela0035100,1,748,3305526,-ara1.mARkdown,Shamela0035100-ara1.mARkdown
GVDB20210106,0845Maqrizi.Muqaffa,Shamela19Y0145334,1,845,1141976,-ara1,Shamela19Y0145334-ara1
GVDB20210106,0736IbnDawadari.KanzDurar,Sham19Y0018147,20,736,797950,-ara1.completed,Sham19Y0018147-ara1.completed
GVDB20210106,0809IbnDuqmaq.NuzhatAnam,Sham19Y0016363,2,809,82850,-ara1,Sham19Y0016363-ara1
GVDB20210106,0855BadrDinCayni.CiqdJuman,ShamAY0033840,20,855,277250,-ara1,ShamAY0033840-ara1
GVDB20210106,0725BaybarsMansuri.ZubdatFikra,GVDB20201027,42,725,113610,-ara1.completed,GVDB20201027-ara1.completed
GVDB20210106,0845Maqrizi.Suluk,Shamela0006667,12,845,821823,-ara1.completed,Shamela0006667-ara1.completed
GVDB20210106,0874IbnTaghribirdi.NujumZahira,JK001330,1,874,1123232,-ara1.completed,JK001330-ara1.completed
GVDB20210106,0845Maqrizi.Mawaciz,Shamela0011566,3,845,680682,-ara1.completed,Shamela0011566-ara1.completed
GVDB20210106,0733Nuwayri.NihayaArab,Shamela0010283,41,733,2398272,-ara1.completed,Shamela0010283-ara1.completed
GVDB20210106,0821Qalqashandi.SubhAcsha,Shamela0009429,21,821,1504667,-ara1,Shamela0009429-ara1
