_T1,label,_T2,instances,date_B2,length,ext,value
GVDB20200701,0749IbnFadlAllahCumari.MasalikAbsar,Shamela0011790,3,749,1128268,-ara1,Shamela0011790-ara1
GVDB20200701,0884AbuDharrSibtIbnCajami.KunuzDhahab,Shamela0011786,4,884,159422,-ara1,Shamela0011786-ara1
GVDB20200701,0692IbnCabdZahir.TashrifAyyam,GVDB20200720,16,692,34693,-ara1,GVDB20200720-ara1
GVDB20200701,0725BaybarsMansuri.ZubdatFikra,GVDB20201027,19,725,113610,-ara1.completed,GVDB20201027-ara1.completed
GVDB20200701,0725BaybarsMansuri.MukhtarAkhbar,GVDB20210106,16,725,26452,-ara1.completed,GVDB20210106-ara1.completed
GVDB20200701,0874IbnTaghribirdi.NujumZahira,JK001330,1,874,1123232,-ara1.completed,JK001330-ara1.completed
GVDB20200701,0764Safadi.WafiBiWafayat,JK003609,2,764,1960091,-ara1.completed,JK003609-ara1.completed
GVDB20200701,0730ShaficIbnCali.HusnManaqib,LMN20200820,10,730,29846,-ara1.completed,LMN20200820-ara1.completed
GVDB20200701,0736IbnDawadari.KanzDurar,Sham19Y0018147,21,736,797950,-ara1.completed,Sham19Y0018147-ara1.completed
GVDB20200701,0855BadrDinCayni.CiqdJuman,ShamAY0033840,5,855,277250,-ara1,ShamAY0033840-ara1
GVDB20200701,0821Qalqashandi.SubhAcsha,Shamela0009429,17,821,1504667,-ara1,Shamela0009429-ara1
GVDB20200701,0733Nuwayri.NihayaArab,Shamela0010283,2,733,2398272,-ara1.completed,Shamela0010283-ara1.completed
GVDB20200701,0911Suyuti.TarikhKhulafa,Shamela0011997,1,911,131955,-ara1,Shamela0011997-ara1
GVDB20200701,0685IbnCibri.TarikhMukhtasarDuwal,Shamela0012348,15,685,95922,-ara1.completed,Shamela0012348-ara1.completed
GVDB20200701,0726Yunini.DhaylMiratZaman,Shamela0012722,2,726,321919,-ara1.completed,Shamela0012722-ara1.completed
GVDB20200701,0748Dhahabi.TarikhIslam,Shamela0035100,2,748,3305526,-ara1.mARkdown,Shamela0035100-ara1.mARkdown
