_T1,label,_T2,instances,date_B2,length,ext,value
EShia0027411,1450CabdSalamWajih.AclamMuallifinZaydiyya,Zaydiyya0000209,1,1450,109633,-ara1,Zaydiyya0000209-ara1
EShia0027411,0329IbnIbrahimQummi.Tafsir,Shia002337Vols,1,329,248376,-ara1,Shia002337Vols-ara1
EShia0027411,1450MuhammadYahyaCazzan.HayyCalaKhayrCamal,Zaydiyya0000465,1,1450,9685,-ara1,Zaydiyya0000465-ara1
EShia0027411,0700AbuFadlCaliTabarsi.MishkatAnwar,Shia001383,1,700,118491,-ara1,Shia001383-ara1
EShia0027411,0786ShahidAwwal.Dhikra,Shia000121Vols,14,786,475231,-ara1,Shia000121Vols-ara1
EShia0027411,0321AbuJacfarTahawi.SharhMacaniAthar,Shia002003Vols,1,321,615258,-ara1,Shia002003Vols-ara1
EShia0027411,1104IbnHasanHurrCamili.FususMuhimma,Shia001418Vols,1,1104,385311,-ara1,Shia001418Vols-ara1
EShia0027411,0460ShaykhTusi.TahdhibAhkam,Shia001161Vols,31,460,1115403,-ara1,Shia001161Vols-ara1
EShia0027411,0509IbnShahridarDaylami.Firdaws,JK001297,1,509,179711,-ara1,JK001297-ara1
EShia0027411,0320IbnMascudCayyashi.Tafsir,Shia002335Vols,2,320,241978,-ara1,Shia002335Vols-ara1
EShia0027411,0841JamalDinIbnFahdHilli.CuddatDaci,Shia001391,1,841,87652,-ara1,Shia001391-ara1
EShia0027411,1104YahyaIbnCaliHabsi.TatimmatIfada,Zaydiyya0000351,1,1104,64404,-ara1,Zaydiyya0000351-ara1
EShia0027411,0726CallamaHilli.NihayatAhkam,Shia000109Vols,6,726,240365,-ara1,Shia000109Vols-ara1
EShia0027411,1112IbnJumcaHuwayzi.TafsirNurThaqalayn,Shia002389Vols,7,1112,1051070,-ara1,Shia002389Vols-ara1
EShia0027411,0689IbnSacidYahyaHilli.JamicLiSharaic,Shia000061,1,689,144989,-ara1,Shia000061-ara1
EShia0027411,0274AhmadBarqi.Mahasin,Shia001115Vols,1,274,235239,-ara1,Shia001115Vols-ara1
EShia0027411,1070MuhammadKibrit.JawahirThamina,ShamAY0038440,1,1070,59338,-ara1,ShamAY0038440-ara1
EShia0027411,1418MuhammadRuhani.MinhajSalihin,Shia000743Vols,1,1418,151410,-ara1,Shia000743Vols-ara1
EShia0027411,0690IbnAbiTalibFadilYusufi.KashfRumuz,Shia000063Vols,2,690,243170,-ara1,Shia000063Vols-ara1
EShia0027411,1450WahidKhurasani.MinhajSalihin,Shia000806Vols,1,1450,363749,-ara1,Shia000806Vols-ara1
EShia0027411,0619IbnCabdWahidGhafiqi.LamahatAnwar,ShamAY0034080,1,619,128141,-ara1,ShamAY0034080-ara1
EShia0027411,0726CallamaHilli.MukhtalafShica,Shia000094Vols,4,726,1099528,-ara1,Shia000094Vols-ara1
EShia0027411,0400IbnCaliHarrani.TuhafCuqul,Shia001153,1,400,159256,-ara1,Shia001153-ara1
