_T1,label,_T2,instances,date_B2,length,ext,value
GVDB20200120,0427AbuIshaqThaclabi.KashfWaBayan,Shamela0023578,1,427,1064415,-ara1.completed,Shamela0023578-ara1.completed
GVDB20200120,0776JamalDinSurramarri.KhasaisSayyidCalamin,Sham19Y0020594,1,776,108541,-ara1,Sham19Y0020594-ara1
GVDB20200120,0774IbnKathir.IjtihadFiTalabJihad,ShamAY0036178,1,774,4858,-ara1,ShamAY0036178-ara1
GVDB20200120,1205MurtadaZabidi.TajCarus,Shia003965Vols,1,1205,4357074,-ara1,Shia003965Vols-ara1
GVDB20200120,1423CabbasAhmadSaqr.JamicAhadith,JK009390,2,1423,2376687,-ara1.completed,JK009390-ara1.completed
GVDB20200120,1073YusufBadiciDimashqi.SubhMunabbi,JK010778,1,1073,65867,-ara1,JK010778-ara1
GVDB20200120,0730ShaficIbnCali.HusnManaqib,LMN20200820,35,730,29846,-ara1.completed,LMN20200820-ara1.completed
GVDB20200120,0560WazirIbnHubayraShaybani.Ifsah,Sham19Y0013572,2,560,452493,-ara1,Sham19Y0013572-ara1
GVDB20200120,0855BadrDinCayni.MaqasidNahwiyya,Sham19Y0016714,1,855,579529,-ara1,Sham19Y0016714-ara1
GVDB20200120,0854IbnMalak.SharhMasabih,Sham19Y0017791,1,854,658355,-ara1,Sham19Y0017791-ara1
GVDB20200120,0831ShamsDinBirmawi.Lamic,Sham19Y0018103,1,831,1299806,-ara1,Sham19Y0018103-ara1
GVDB20200120,0844IbnHusaynIbnRaslanRamli.SharhSunanAbiDawud,Sham19Y0131521,1,844,2401898,-ara1,Sham19Y0131521-ara1
GVDB20200120,0458Bayhaqi.SunanKubra,Sham19Y0148486,1,458,2559905,-ara1,Sham19Y0148486-ara1
GVDB20200120,0852IbnHajarCasqalani.TaghliqTacliq,Shamela0000347,1,852,374222,-ara1.completed,Shamela0000347-ara1.completed
GVDB20200120,0463IbnCabdBarr.BahjatMajalis,Shamela0000558,1,463,137158,-ara1,Shamela0000558-ara1
GVDB20200120,0900AbuCabdAllahHimyari.RawdMictar,Shamela0001043,1,900,317842,-ara1.mARkdown,Shamela0001043-ara1.mARkdown
GVDB20200120,1450DarIftaMisriyya.JamicAhadith,Shamela0001438,1,1450,2417087,-ara1.completed,Shamela0001438-ara1.completed
GVDB20200120,0855BadrDinCayni.CumdatQari,Shamela0005756,1,855,4647745,-ara1.completed,Shamela0005756-ara1.completed
GVDB20200120,0911Suyuti.KhasaisKubra,Shamela0006590,1,911,264893,-ara1,Shamela0006590-ara1
GVDB20200120,1427MuhammadCabdMuncimKhafaji.SharhIdahFiCulumBalagha,Shamela0007380,1,1427,65570,-ara1,Shamela0007380-ara1
GVDB20200120,1014IbnSultanHarawi.MirqatMafatih,Shamela0008176,3,1014,2397872,-ara1,Shamela0008176-ara1
GVDB20200120,1206Muradi.SilkDurar,Shamela0009607,2,1206,356965,-ara1.completed,Shamela0009607-ara1.completed
GVDB20200120,0453AbuIshaqHusri.ZuhrAdab,Shamela0010768,1,453,222755,-ara1,Shamela0010768-ara1
GVDB20200120,0380Khalidiyyan.AshbahWaNazair,Shamela0010806,1,380,79501,-ara1,Shamela0010806-ara1
GVDB20200120,0774IbnKathir.NihayaFiFitan,Shamela0011818,1,774,159463,-ara1,Shamela0011818-ara1
GVDB20200120,0562Samcani.Ansab,Shamela0012317,1,562,834050,-ara1.completed,Shamela0012317-ara1.completed
GVDB20200120,0435MuhallabAndalusi.MukhtasarNasih,Shamela0037837,1,435,323767,-ara1,Shamela0037837-ara1
GVDB20200120,0845Maqrizi.Muqaffa,Shamela19Y0145334,13,845,1141976,-ara1,Shamela19Y0145334-ara1
GVDB20200120,0360Tabarani.MucjamAwsat,Shia002034Vols,2,360,716704,-ara1,Shia002034Vols-ara1
