_T1,label,_T2,instances,date_B2,length,ext,value
GVDB20201027,1206IbnCabdWahhab.MukhtasarSira,ShamAY0034441,1,1206,154434,-ara1,ShamAY0034441-ara1
GVDB20201027,0808MuhammadDamiri.HayatHayawanKubra,Shamela0010664,1,808,435882,-ara1,Shamela0010664-ara1
GVDB20201027,0520IbnMuhammadTurtushi.SirajMuluk,Shamela0001585,1,520,104765,-ara1.mARkdown,Shamela0001585-ara1.mARkdown
GVDB20201027,0395AbuHilalCaskari.Sinacatayn,Shamela0023787,1,395,76818,-ara1,Shamela0023787-ara1
GVDB20201027,0362AbuFarajIsbahani.Aghani,JK000927,1,362,1527426,-ara1.completed,JK000927-ara1.completed
GVDB20201027,1119IbnMacsum.SulafaCasr,JK010298,3,1119,165246,-ara1,JK010298-ara1
GVDB20201027,0749IbnFadlAllahCumari.MasalikAbsar,Shamela0011790,8,749,1128268,-ara1,Shamela0011790-ara1
GVDB20201027,0884AbuDharrSibtIbnCajami.KunuzDhahab,Shamela0011786,9,884,159422,-ara1,Shamela0011786-ara1
GVDB20201027,0771Subki.TabaqatShaficiyaKubra,JK000914,4,771,668381,-ara1.mARkdown,JK000914-ara1.mARkdown
GVDB20201027,0488IbnFutuhHumaydi.JamcBaynaSahihayn,JK007065,1,488,457750,-ara1,JK007065-ara1
GVDB20201027,0795IbnRajabHanbali.NurIqtibas,ShamAY0034320,1,795,16328,-ara1,ShamAY0034320-ara1
GVDB20201027,0276IbnQutaybaDinawari.Macarif,Shamela0012129,1,276,117860,-ara1.mARkdown,Shamela0012129-ara1.mARkdown
GVDB20201027,0465IbnHawazinQushayri.LataifIsharat,Shamela0023629,1,465,401203,-ara1,Shamela0023629-ara1
GVDB20201027,0354Mutanabbi.Diwan,JK007610,1,354,8486,-ara1.completed,JK007610-ara1.completed
GVDB20201027,0880IbnAhmadShamsDinAsyuti.IthafAkhissa,Sham19Y0014045,1,880,83989,-ara1,Sham19Y0014045-ara1
GVDB20201027,1188ShamsDinSaffarini.BuhurZakhira,Sham19Y0132973,1,1188,305846,-ara1,Sham19Y0132973-ara1
GVDB20201027,0874IbnTaghribirdi.MawridLatafa,Shamela0006669,1,874,58850,-ara1.completed,Shamela0006669-ara1.completed
GVDB20201027,0896IbnCaliIbnAzraqGharnati.BadaicSilk,JK001412,2,896,170094,-ara1,JK001412-ara1
GVDB20201027,1089IbnCimad.Shadharat,Shamela0012398,2,1089,1012759,-ara1.completed,Shamela0012398-ara1.completed
GVDB20201027,0576IbnMuhammadSilafi.MashyakhaBaghdadiyya,Shamela0030623Vols,1,576,173929,-ara1,Shamela0030623Vols-ara1
GVDB20201027,1354RashidRida.Manar,Shamela0006947,1,1354,6513230,-ara1,Shamela0006947-ara1
