_T1,label,_T2,instances,date_B2,length,ext,value
JK001274,0795IbnRajabHanbali.JamicCulumWaHikam,Shamela0010443,1,795,188484,-ara1,Shamela0010443-ara1
JK001274,0463KhatibBaghdadi.MuttafiqWaMuftariq,Shamela0009076,1,463,211068,-ara1.completed,Shamela0009076-ara1.completed
JK001274,1106YahyaIbnAhmadShatibi.DawaNafic,Zaydiyya0000348,2,1106,5114,-ara1,Zaydiyya0000348-ara1
JK001274,1127IsmacilHaqqiBurusawi.RuhBayan,ShamAY0034059,1,1127,2429568,-ara1,ShamAY0034059-ara1
JK001274,0385IbnShahin.TarghibFiFadailAcmal,ShamAY0034002,1,385,39137,-ara2,ShamAY0034002-ara2
JK001274,0852IbnHajarCasqalani.GharaibMinMusannadFirdaws,ShamAY0032826,3,852,373423,-ara1,ShamAY0032826-ara1
JK001274,0814IbnNahhas.TanbihGhafilin,Sham19Y0035453,5,814,94750,-ara1,Sham19Y0035453-ara1
JK001274,0902Sakhawi.Buldaniyyat,JK007062,1,902,37366,-ara1.completed,JK007062-ara1.completed
JK001274,0321AbuJacfarTahawi.SharhMushkilAthar,Shamela0022547,3,321,844016,-ara1,Shamela0022547-ara1
JK001274,0458Bayhaqi.DalailNubuwwa,JK006838,2,458,525097,-ara1.mARkdown,JK006838-ara1.mARkdown
JK001274,0748Dhahabi.TadhhibTahdhib,Sham19Y0149213,1,748,838079,-ara1,Sham19Y0149213-ara1
JK001274,0430AbuNucaymIsbahani.DalailNubuwwa,Shamela0010637,1,430,120172,-ara1,Shamela0010637-ara1
JK001274,0360Tabarani.MucjamKabir,Shamela0001733,10,360,1539036,-ara1,Shamela0001733-ara1
JK001274,0234IbnAbiShayba.Musannaf,JK000786,4,234,1279050,-ara1.completed,JK000786-ara1.completed
JK001274,0463IbnCabdBarr.TamhidMuwatta,Shamela0001719,4,463,1440990,-ara1,Shamela0001719-ara1
JK001274,0923AhmadQastallani.IrshadSari,Shamela0021715,1,923,3401828,-ara1.completed,Shamela0021715-ara1.completed
